321,728602.961,2489485.554,2643.291,EP
322,728609.152,2489480.614,2643.559,FL BEG
323,728607.463,2489484.175,2643.521,SP
324,728605.349,2489557.262,2644.090,SP
325,728601.217,2489639.618,2643.793,EP
326,728592.997,2489645.916,2643.948,EP
327,728592.322,2489684.440,2644.037,EP
328,728598.331,2489684.862,2644.013,EP
329,728593.511,2489683.365,2644.164,SP
330,728594.413,2489655.542,2644.010,PP
331,728594.380,2489650.009,2644.073,TELPED
332,728600.218,2489723.525,2644.046,SP
333,728599.248,2489756.603,2644.512,FL END
334,728599.372,2489759.863,2644.556,FL BEG
335,728595.529,2489826.436,2644.413,SP
336,728595.624,2489855.525,2643.863,SP
337,728592.912,2489929.649,2643.730,SP
338,728591.016,2490001.389,2645.060,FL END
339,728565.905,2490008.092,2644.395,FL BEG
340,728582.360,2490009.059,2644.938,FL
341,728580.201,2490035.606,2645.267,FL END
342,728674.577,2490001.129,2643.914,BLD BEG
343,728675.478,2490021.448,2644.249,BLD
344,728683.839,2490020.992,2644.112,BLD
345,728682.606,2490000.626,2644.018,BLD END
346,728674.406,2490031.945,2644.135,FL BEG
347,728696.821,2490026.568,2643.834,FL
348,728697.834,2490025.223,2643.803,SPIG
349,728767.872,2490024.913,2643.501,SPIG
350,728770.470,2490027.109,2643.416,FL
351,728808.968,2490014.641,2643.720,CPAD BEG
352,728808.948,2490024.630,2643.751,CPAD
353,728848.161,2490025.629,2643.869,CPAD
354,728848.193,2490015.352,2643.400,CPAD
355,728844.037,2490014.826,2643.949,CPAD
356,728844.307,2490008.353,2643.333,CPAD
357,728838.141,2490008.227,2643.366,CPAD
358,728837.972,2490014.765,2643.738,CPAD
359,728821.907,2490014.467,2643.692,CPAD
360,728822.018,2490007.805,2643.222,CPAD
361,728816.040,2490007.780,2643.130,CPAD
362,728815.740,2490014.323,2643.392,CPAD CLO
363,728626.637,2489877.857,2643.538,SPIG
364,728811.671,2489819.250,2642.355,SPIG
365,728793.991,2489856.968,2641.574,FCX
366,728851.156,2490027.568,2643.686,FL
367,728875.401,2490022.664,2645.120,TREE
368,728933.168,2490023.349,2645.539,TREE
369,728974.144,2490029.157,2645.168,FL
370,728980.626,2490027.635,2645.170,FL
371,728988.911,2490027.910,2645.458,FL
372,728994.478,2490029.647,2645.274,FL
373,729030.481,2490029.770,2644.932,FL
374,729179.478,2490030.238,2645.041,FL END
375,729178.557,2490029.818,2644.958,FL
376,729209.265,2490031.684,2645.325,TREE
377,729219.420,2490031.175,2646.155,PP
378,729220.340,2490032.991,2646.570,BS BEG
379,729225.325,2490033.029,2646.500,TBC BEG
380,729225.944,2490032.998,2646.090,FLOW BEG
381,729227.294,2490033.141,2646.147,LIP BEG
382,729219.286,2490005.663,2645.656,SP
383,729219.515,2489989.939,2645.817,SP
384,729223.176,2489928.095,2645.389,TELPED
385,729219.095,2489916.689,2645.037,PP
386,729218.270,2489886.877,2644.934,LP
387,729218.280,2489886.871,2644.926,PM
388,729180.177,2489918.461,2644.517,FL END
389,729220.889,2489771.873,2643.857,BS
390,729225.707,2489770.814,2643.762,TBC END
391,729226.461,2489770.923,2643.379,FLOW
392,729227.777,2489770.791,2643.430,LIP
393,729225.672,2489767.780,2643.440,TBFC BEG
394,729225.821,2489736.954,2643.307,TBFC END
395,729226.523,2489736.419,2643.218,FLOW
396,729227.841,2489736.366,2643.293,LIP
397,729220.714,2489735.858,2643.678,BS
398,729220.860,2489728.987,2643.546,BS
399,729218.945,2489728.765,2643.639,BS
400,729218.653,2489716.363,2643.753,BS
401,729220.869,2489716.206,2643.630,BS
402,729220.785,2489713.853,2643.639,BS PC
403,729220.286,2489711.773,2643.699,BS
